ICAO,DATE,PHASE,N_VALID,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-15]","(-15,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)",EARLY_M15M05,EARLY_M05M00,LATE_P00P05,LATE_P05P15,WITHIN_M05P05,WITHIN_M15P15
LFPG,2022-04-01T00:00:00Z,ARR,16861,860,128,157,198,240,306,428,580,699,1001,1283,1678,1712,2252,2137,1467,858,402,193,96,65,32,21,7,9,24,0.17561235988375545,0.10153608919992883,0.13356265939149517,0.21374770179704644,0.235098748591424,0.6244588102722258
LFPG,2022-05-01T00:00:00Z,ARR,18577,913,164,205,238,281,387,489,543,712,1036,1441,1793,1865,2560,2311,1646,983,439,241,134,65,27,29,12,13,22,0.1740862356677612,0.10039295903536632,0.1378048124024331,0.2130053291704796,0.23819777143779944,0.6252893362760402
LFPG,2022-06-01T00:00:00Z,ARR,18687,1831,272,289,345,406,514,581,695,923,1117,1391,1758,1615,2093,1766,1309,731,416,252,136,88,40,21,10,4,32,0.1685128699095628,0.08642371702252903,0.11200299673569862,0.16455289773639428,0.19842671375822765,0.5314924814041847
LFPG,2022-07-01T00:00:00Z,ARR,19703,2241,296,363,397,494,567,665,744,976,1205,1428,1638,1561,2107,1780,1303,774,481,253,143,82,42,35,22,13,40,0.155610820687205,0.07922651372887378,0.1069380297416637,0.156473633456834,0.18616454347053749,0.49824899761457647
LFPG,2022-08-01T00:00:00Z,ARR,20024,1202,188,218,308,364,476,568,714,904,1124,1571,1868,1790,2507,2229,1593,1020,572,309,202,110,71,28,11,12,27,0.17174390731122652,0.08939272872552936,0.1251997602876548,0.190870954854175,0.21459248901318417,0.5772073511785857
LFPG,2022-09-01T00:00:00Z,ARR,18489,1351,206,271,303,410,466,594,696,971,1129,1512,1891,1786,2202,1845,1234,750,361,205,119,59,29,19,18,7,27,0.1840553842825464,0.09659797717561794,0.11909784196008436,0.16653145113310616,0.21569581913570232,0.5662826545513548
LFPG,2022-10-01T00:00:00Z,ARR,18450,799,132,161,201,296,350,451,587,772,1000,1425,1916,1755,2487,2173,1638,1037,547,278,149,101,55,35,20,16,38,0.1810840108401084,0.0951219512195122,0.13479674796747967,0.20655826558265583,0.22991869918699187,0.6175609756097561
LFPG,2022-11-01T00:00:00Z,ARR,16886,531,71,95,126,155,215,308,389,587,773,1112,1540,1628,2410,2371,1798,1168,659,376,220,136,90,45,27,14,36,0.15705318014923603,0.09641122823640888,0.14272178135733743,0.24689091555134432,0.2391330095937463,0.6430771052943267
LFPG,2022-12-01T00:00:00Z,ARR,17601,1335,167,236,306,404,471,576,683,945,1131,1424,1653,1587,2121,1704,1262,706,393,197,104,52,35,17,15,11,22,0.1748196125220158,0.0901653315152548,0.12050451678881882,0.16851315266178055,0.2106698483040736,0.55400261348787
LIRF,2019-01-01T00:00:00Z,ARR,11504,320,29,44,71,97,109,150,217,310,470,633,929,834,2312,1685,1444,947,480,202,102,41,28,11,13,2,7,0.13577885952712102,0.07249652294853964,0.2009735744089013,0.2719923504867872,0.2734700973574409,0.6812413073713491
LIRF,2019-02-01T00:00:00Z,ARR,10750,281,34,47,54,84,89,144,147,276,414,572,885,756,2014,1626,1426,910,451,243,135,77,34,18,7,6,12,0.13553488372093023,0.07032558139534884,0.18734883720930232,0.283906976744186,0.2576744186046512,0.6771162790697675
LIRF,2019-03-01T00:00:00Z,ARR,11958,311,53,57,72,73,99,165,220,294,468,678,913,844,2207,1732,1639,1069,524,237,120,77,36,24,17,9,10,0.1330490048503094,0.07058036460946647,0.1845626358922897,0.28190332831577186,0.25514300050175615,0.6700953336678375
LIRF,2019-04-01T00:00:00Z,ARR,13153,384,60,74,91,127,187,230,283,426,596,836,1099,991,2610,1841,1532,865,461,198,112,50,31,26,11,6,17,0.14711472667832434,0.07534402797840797,0.19843381738006535,0.256443396943663,0.2737778453584733,0.6773359689804608
LIRF,2019-05-01T00:00:00Z,ARR,13627,504,71,102,103,120,188,220,287,414,619,826,1100,1099,2756,1862,1569,888,406,220,116,66,30,18,11,3,7,0.14133705144199016,0.08064871211565275,0.202245541938798,0.25177955529463564,0.28289425405445073,0.6760108607910765
LIRF,2019-06-01T00:00:00Z,ARR,14220,606,78,116,154,181,267,315,436,569,763,995,1230,1073,2557,1767,1396,834,391,177,120,72,28,24,15,9,13,0.15646976090014064,0.07545710267229254,0.179817158931083,0.22243319268635725,0.2552742616033755,0.6341772151898735
LIRF,2019-07-01T00:00:00Z,ARR,14984,807,97,134,179,216,266,334,415,568,789,1056,1269,1103,2778,1774,1396,871,388,199,104,63,44,26,15,14,47,0.15516550987720237,0.07361185264281901,0.18539775760811533,0.21155899626268015,0.25900961025093433,0.6257341163908169
LIRF,2019-08-01T00:00:00Z,ARR,14991,734,101,109,142,188,239,346,428,568,766,1058,1289,1105,2712,1804,1447,906,466,209,109,79,55,37,22,13,25,0.15656060302848376,0.07371089320258822,0.18090854512707624,0.21686345140417584,0.25461943832966444,0.6280434927623241
LIRF,2019-09-01T00:00:00Z,ARR,14030,560,86,101,140,131,206,264,368,516,723,971,1142,1023,2628,1780,1456,938,455,203,106,79,52,27,14,16,26,0.15060584461867427,0.0729151817533856,0.1873129009265859,0.2306486101211689,0.2602280826799715,0.6414825374198146
LIRF,2019-10-01T00:00:00Z,ARR,13193,439,57,83,116,131,171,194,324,423,578,846,1077,955,2697,1709,1415,905,470,250,129,76,48,27,20,16,19,0.14575911468202837,0.07238687182596831,0.20442658985825815,0.23679223830819376,0.2768134616842265,0.6593648146744485
LIRF,2019-11-01T00:00:00Z,ARR,11190,305,37,60,70,108,117,200,250,377,518,695,886,822,2158,1545,1236,813,446,218,111,90,38,38,15,10,16,0.14128686327077747,0.07345844504021448,0.19285075960679177,0.2485254691689008,0.26630920464700625,0.6561215370866845
LIRF,2019-12-01T00:00:00Z,ARR,11275,442,66,95,79,106,149,196,261,377,497,705,909,816,1987,1471,1262,836,436,231,125,85,63,20,18,8,17,0.14314855875831486,0.07237250554323725,0.17623059866962307,0.24239467849223947,0.2486031042128603,0.6341463414634146
LIRF,2020-01-01T00:00:00Z,ARR,10598,207,31,39,50,50,83,93,114,197,291,433,608,658,1934,1591,1635,1164,679,308,185,98,31,42,27,13,31,0.0982260803925269,0.06208718626155878,0.18248726174749952,0.304397056048311,0.2445744480090583,0.6471975844498962
LIRF,2020-02-01T00:00:00Z,ARR,9679,213,17,43,46,49,63,86,134,184,273,385,588,571,1846,1369,1511,1042,620,281,134,71,47,33,27,11,24,0.10052691393739024,0.05899369769604298,0.19072218204359956,0.2975513999380101,0.24971587973964252,0.6477941936150429
LIRF,2020-03-01T00:00:00Z,ARR,4312,118,13,13,21,24,19,37,38,52,81,126,161,170,707,541,701,572,414,195,127,70,37,25,16,9,22,0.06655844155844155,0.03942486085343228,0.16396103896103895,0.2880333951762523,0.20338589981447125,0.5579777365491652
LIRF,2020-04-01T00:00:00Z,ARR,1200,57,5,10,7,11,16,8,17,18,25,29,34,23,180,103,116,129,125,96,74,42,20,15,9,5,23,0.0525,0.01916666666666666,0.15,0.1825,0.16916666666666666,0.4041666666666667
LIRF,2020-05-01T00:00:00Z,ARR,1375,61,8,8,4,6,13,14,18,28,33,33,65,42,158,103,152,160,158,112,87,59,18,10,6,1,16,0.07127272727272728,0.03054545454545454,0.1149090909090909,0.18545454545454543,0.14545454545454545,0.4021818181818182
LIRF,2020-06-01T00:00:00Z,ARR,1776,38,4,8,3,9,15,14,26,35,48,73,107,92,293,236,223,180,138,89,44,28,22,10,6,2,31,0.10135135135135136,0.0518018018018018,0.16497747747747749,0.25844594594594594,0.21677927927927929,0.5765765765765766
LIRF,2020-07-01T00:00:00Z,ARR,3895,53,9,7,17,13,27,23,40,73,88,134,197,157,708,510,612,493,354,161,85,45,29,16,4,6,31,0.08498074454428754,0.04030808729139923,0.18177150192554556,0.28806161745827985,0.2220795892169448,0.5951219512195122
LIRF,2020-08-01T00:00:00Z,ARR,5053,47,8,7,9,9,17,22,42,47,68,104,188,188,899,661,808,776,541,309,147,65,24,10,10,4,42,0.05778745299821888,0.03720562042351078,0.17791411042944785,0.29071838511775183,0.21511973085295863,0.5636255689689293
LIRF,2020-09-01T00:00:00Z,ARR,4338,37,6,5,7,3,14,18,21,38,38,79,118,129,757,565,707,726,506,293,132,66,25,11,6,12,19,0.04541263254956201,0.0297372060857538,0.17450437989857076,0.29322268326417705,0.20424158598432457,0.5428769017980636
LIRF,2020-10-01T00:00:00Z,ARR,4116,54,4,4,10,10,14,12,20,34,55,82,127,143,701,501,652,644,489,257,125,75,35,19,8,3,36,0.05077745383867833,0.0347424684159378,0.1703109815354713,0.28012633624878525,0.20505344995140912,0.5359572400388727
LIRF,2020-11-01T00:00:00Z,ARR,2642,37,6,4,8,10,7,11,8,25,36,44,64,68,390,257,405,451,370,219,104,44,28,13,11,6,15,0.0408781226343679,0.02573807721423164,0.14761544284632855,0.2505677517032551,0.17335352006056018,0.4647993943981832
LIRF,2020-12-01T00:00:00Z,ARR,2714,65,11,3,16,12,12,14,34,33,73,85,131,141,447,343,367,382,278,131,59,37,13,5,4,2,11,0.079587324981577,0.05195283714075165,0.16470154753131908,0.26160648489314664,0.2166543846720707,0.5578481945467944
LIRF,2021-01-01T00:00:00Z,ARR,2413,61,5,9,15,12,23,27,35,46,60,103,129,134,433,296,310,318,192,117,34,19,8,2,0,1,19,0.09614587650227932,0.05553253211769581,0.17944467467882305,0.2511396601740572,0.23497720679651884,0.5822627434728553
LIRF,2021-02-01T00:00:00Z,ARR,2104,59,5,8,11,7,20,20,21,41,68,102,139,123,406,269,254,217,154,78,40,14,13,8,5,1,19,0.11454372623574144,0.05846007604562738,0.19296577946768065,0.248574144486692,0.251425855513308,0.6145437262357415
LIRF,2021-03-01T00:00:00Z,ARR,2467,50,4,9,7,9,11,20,33,26,61,94,126,122,480,317,356,340,218,92,44,18,7,5,3,1,13,0.08917713822456425,0.04945277665180381,0.19456830158086744,0.2728009728415079,0.24402107823267127,0.6059991892987434
LIRF,2021-04-01T00:00:00Z,ARR,3120,36,7,5,6,8,10,12,22,27,50,85,113,125,548,424,562,485,290,168,64,28,20,5,2,3,13,0.06346153846153846,0.04006410256410257,0.17564102564102563,0.316025641025641,0.21570512820512824,0.5951923076923077
LIRF,2021-05-01T00:00:00Z,ARR,3309,37,4,3,6,10,10,23,25,38,62,79,127,190,674,467,534,442,284,131,55,27,16,20,5,11,28,0.06225445754004231,0.05741915986702931,0.2036869144756724,0.3025083106678755,0.2611060743427017,0.6258688425506195
LIRF,2021-06-01T00:00:00Z,ARR,4322,83,12,14,13,21,38,30,48,61,104,155,206,233,802,646,676,540,363,137,63,28,14,10,9,1,13,0.08352614530310042,0.05391022674687645,0.1855622397038408,0.3058769088385007,0.2394724664507173,0.6288755205923183
LIRF,2021-07-01T00:00:00Z,ARR,6231,214,18,38,37,43,46,88,137,171,232,328,398,401,1249,831,719,583,356,150,61,46,15,20,7,9,29,0.11651420317766008,0.06435564114909324,0.2004493660728615,0.24875621890547264,0.26480500722195477,0.6300754293050874
LIRF,2021-08-01T00:00:00Z,ARR,7300,248,30,39,39,57,71,113,143,212,291,391,506,450,1323,974,925,672,403,177,96,41,32,13,5,8,33,0.12287671232876712,0.06164383561643835,0.18123287671232877,0.2601369863013699,0.24287671232876712,0.6258904109589041
LIRF,2021-09-01T00:00:00Z,ARR,6463,240,37,30,50,67,65,111,130,180,240,371,412,372,1207,878,760,610,315,164,72,36,25,19,18,6,27,0.12115116818814792,0.05755840940739595,0.18675537676001855,0.25344267368095313,0.2443137861674145,0.6189076280365156
LIRF,2021-10-01T00:00:00Z,ARR,6147,261,37,40,59,68,96,109,131,192,262,384,408,374,1263,757,703,494,249,109,62,19,18,14,4,3,21,0.1288433382137628,0.06084268748983244,0.20546608101512936,0.2375142345859769,0.26630876850496177,0.6326663413047015
LIRF,2021-11-01T00:00:00Z,ARR,6302,186,33,36,45,58,64,112,111,157,264,340,385,355,1322,852,818,585,306,136,67,13,11,15,2,1,19,0.1150428435417328,0.05633132338940019,0.2097746747064424,0.26499523960647414,0.26610599809584257,0.6461440812440495
LIRF,2021-12-01T00:00:00Z,ARR,6646,215,32,28,55,75,87,114,126,179,253,359,395,398,1321,837,886,613,370,157,63,34,13,10,4,3,11,0.1134517002708396,0.05988564550105326,0.19876617514294312,0.25925368642792657,0.2586518206439964,0.6313572073427626
LIRF,2022-01-01T00:00:00Z,ARR,5646,111,12,22,17,28,40,64,65,103,154,177,311,280,1083,785,896,691,436,199,73,41,18,8,4,6,20,0.08643287283032235,0.0495926319518243,0.191817215727949,0.2977329082536309,0.2414098476797733,0.6255756287637265
LIRF,2022-02-01T00:00:00Z,ARR,5143,100,12,31,22,29,39,37,67,79,145,185,296,305,952,798,750,605,326,189,78,32,20,8,10,3,21,0.09352517985611512,0.05930390822477154,0.18510596927863116,0.3009916391211355,0.24440987750340268,0.6389266964806534
LIRF,2022-03-01T00:00:00Z,ARR,6664,126,27,34,37,35,57,79,110,135,220,304,394,469,1290,1052,956,667,365,171,49,22,16,6,5,4,32,0.10474189675870348,0.0703781512605042,0.19357743097238897,0.3013205282112845,0.26395558223289317,0.6700180072028812
LIRF,2022-04-01T00:00:00Z,ARR,8863,424,60,80,91,104,120,164,227,265,391,488,662,636,1667,1206,1004,682,325,144,53,28,6,6,4,4,10,0.1297529053367934,0.07175899808191358,0.18808529843168229,0.24935123547331603,0.25984429651359586,0.6389484373237053
LIRF,2022-05-01T00:00:00Z,ARR,9431,412,67,95,91,131,154,204,284,322,405,592,714,624,1657,1277,1097,662,364,137,48,25,16,5,10,6,12,0.13847948255752307,0.06616477573958222,0.1756971689110381,0.25172304103488496,0.2418619446506203,0.6320644682430283
LIRF,2022-06-01T00:00:00Z,ARR,10036,903,126,130,172,242,256,306,376,433,551,715,803,644,1436,1003,799,507,288,126,62,53,21,19,7,7,12,0.1512554802710243,0.06416899163013152,0.14308489438023117,0.1795536070147469,0.20725388601036268,0.538062973296134
LIRF,2022-07-01T00:00:00Z,ARR,10564,960,118,143,162,223,263,318,394,488,592,712,761,690,1635,1012,829,514,311,152,95,48,49,28,19,7,10,0.13943581976524044,0.06531616811813706,0.15477092010602045,0.1742711094282469,0.2200870882241575,0.5337940174176449
LIRF,2022-08-01T00:00:00Z,ARR,10935,703,130,118,135,188,218,301,362,400,598,771,858,792,1763,1172,973,623,376,173,107,61,33,26,12,3,13,0.14897119341563786,0.07242798353909465,0.161225422953818,0.196159122085048,0.23365340649291264,0.5787837219935985
LIRF,2022-09-01T00:00:00Z,ARR,10744,667,92,138,172,181,239,328,379,468,584,790,843,743,1868,1160,850,547,312,160,65,35,25,22,17,9,22,0.15199180938198065,0.06915487714072971,0.1738644825018615,0.18708116157855548,0.2430193596425912,0.5820923306031274
LIRF,2022-10-01T00:00:00Z,ARR,10226,382,54,66,97,106,110,187,239,337,461,610,712,682,2107,1280,1167,752,416,185,92,56,33,18,22,15,25,0.1292783101897125,0.06669274398591825,0.20604341873655388,0.23929200078231955,0.27273616272247214,0.6413064736945042
LIRF,2022-11-01T00:00:00Z,ARR,8354,261,44,52,75,93,112,165,201,312,390,530,704,623,1606,1024,902,585,295,156,87,40,39,10,14,11,13,0.1477136700981566,0.0745750538664113,0.19224323677280344,0.2305482403638975,0.26681829063921475,0.6450802011012688
LSZH,2019-01-01T00:00:00Z,ARR,10811,339,57,76,120,147,192,238,350,491,638,925,1200,1427,1503,1320,861,522,203,79,42,36,14,13,4,5,7,0.1965590602164462,0.1319951900841735,0.13902506706132642,0.20173896956803256,0.27102025714549993,0.6693182869299787
LSZH,2019-02-01T00:00:00Z,ARR,9814,214,47,48,62,101,132,175,245,326,445,702,1007,1322,1600,1419,1038,531,224,84,48,15,12,6,5,2,4,0.17413898512329326,0.13470552272264114,0.16303240269003463,0.25035663338088443,0.2977379254126758,0.7222335439168535
LSZH,2019-03-01T00:00:00Z,ARR,11013,350,80,82,95,144,222,290,359,531,699,966,1221,1483,1521,1278,847,459,200,78,54,23,17,10,0,1,3,0.19858349223644783,0.1346590393171706,0.13810950694633614,0.19295378189412513,0.2727685462635068,0.6643058203940797
LSZH,2019-04-01T00:00:00Z,ARR,11618,291,55,88,108,177,208,263,408,534,763,1008,1338,1611,1650,1457,911,409,175,68,39,23,6,6,5,4,13,0.2019280426923739,0.13866414184885523,0.14202100189361336,0.20382165605095545,0.28068514374246856,0.6864348424857979
LSZH,2019-05-01T00:00:00Z,ARR,12196,448,95,113,174,170,249,334,418,647,776,1062,1377,1720,1732,1361,819,372,188,62,39,14,10,3,1,0,12,0.19998360118071495,0.1410298458510987,0.14201377500819942,0.1787471302066251,0.28304362085929813,0.6617743522466383
LSZH,2019-06-01T00:00:00Z,ARR,12341,585,101,130,165,216,299,388,526,649,869,1114,1479,1710,1595,1190,702,352,131,67,29,15,11,3,2,3,10,0.21011263268778868,0.13856251519325824,0.12924398346973504,0.15331010452961671,0.2678064986629933,0.6312292358803987
LSZH,2019-07-01T00:00:00Z,ARR,12852,628,126,154,152,211,300,385,496,684,900,1123,1459,1707,1600,1315,784,396,198,80,46,40,25,20,9,0,14,0.20090258325552443,0.13281979458450047,0.12449424214130096,0.1633208839091192,0.25731403672580144,0.621537503890445
LSZH,2019-08-01T00:00:00Z,ARR,12607,477,85,105,141,200,248,317,445,649,824,1180,1544,1774,1749,1325,789,347,180,78,52,27,26,16,12,5,12,0.21607043705877688,0.14071547552946775,0.1387324502260649,0.1676846196557468,0.2794479257555326,0.6632029824700563
LSZH,2019-09-01T00:00:00Z,ARR,12170,351,53,77,101,154,193,286,375,529,803,1127,1542,1745,1731,1448,823,419,182,68,60,38,28,13,11,6,7,0.21930977814297453,0.14338537387017256,0.14223500410846343,0.1866064092029581,0.285620377978636,0.6915365653245686
LSZH,2019-10-01T00:00:00Z,ARR,11980,270,59,60,103,134,180,236,382,504,709,1034,1358,1679,1756,1536,1015,483,241,104,54,23,19,17,10,3,11,0.1996661101836394,0.14015025041736226,0.14657762938230384,0.21293823038397328,0.28672787979966613,0.6993322203672788
LSZH,2019-11-01T00:00:00Z,ARR,9886,122,24,26,42,76,97,113,176,279,494,693,1003,1484,1581,1524,1084,540,254,113,56,30,24,20,11,11,9,0.17155573538337043,0.15011126846044912,0.15992312360914424,0.26380740441027717,0.3100343920695934,0.745397531863241
LSZH,2019-12-01T00:00:00Z,ARR,10063,276,53,64,81,118,152,224,302,391,585,803,1057,1320,1436,1304,911,544,219,111,48,20,16,9,5,4,9,0.1848355361224287,0.13117360628043326,0.1427009838020471,0.2201132862963331,0.2738745900824804,0.6788234125012422
LSZH,2020-01-01T00:00:00Z,ARR,10277,185,39,48,73,93,127,180,248,317,508,742,1067,1378,1546,1542,1123,586,241,87,57,35,22,10,7,5,11,0.17602413155590152,0.13408582271090785,0.15043300574097498,0.25931692128052936,0.28451882845188287,0.7198598812883137
LSZH,2020-02-01T00:00:00Z,ARR,9302,225,48,54,74,84,150,190,275,386,533,699,983,1253,1346,1274,855,424,166,74,56,48,35,24,19,8,18,0.18082132874650617,0.13470221457751022,0.1447000645022576,0.2288755106428725,0.2794022790797678,0.6890991184691464
LSZH,2020-03-01T00:00:00Z,ARR,5474,99,16,17,23,29,56,57,86,130,198,298,450,719,815,884,720,419,234,94,55,25,15,11,7,12,4,0.13664596273291926,0.13134819145049323,0.14888564121300693,0.2930215564486664,0.28023383266350016,0.7099013518450858
LSZH,2020-04-01T00:00:00Z,ARR,928,40,3,3,5,9,10,18,27,34,43,89,74,67,103,106,106,62,45,29,19,10,8,4,7,2,4,0.17564655172413793,0.07219827586206896,0.11099137931034483,0.22844827586206895,0.18318965517241376,0.5872844827586207
LSZH,2020-05-01T00:00:00Z,ARR,1499,49,3,8,20,10,15,31,32,60,97,131,162,191,175,143,128,62,57,26,22,18,16,8,7,6,22,0.1954636424282855,0.12741827885256837,0.11674449633088724,0.180787191460974,0.24416277518345564,0.6204136090727151
LSZH,2020-06-01T00:00:00Z,ARR,2517,50,9,6,10,12,29,31,57,73,126,182,252,284,360,327,253,167,104,58,33,19,22,13,14,7,19,0.1724274930472785,0.11283273738577672,0.1430274135876043,0.2304330552244736,0.255860150973381,0.6587206992451331
LSZH,2020-07-01T00:00:00Z,ARR,4909,42,12,9,11,18,29,42,57,104,177,247,383,543,656,796,813,486,225,119,54,20,13,16,11,13,13,0.1283357099205541,0.11061315950295376,0.13363210429822775,0.3277653289875738,0.2442452638011815,0.7003463027093094
LSZH,2020-08-01T00:00:00Z,ARR,5415,48,0,9,13,21,29,44,57,95,178,288,411,604,754,899,869,545,308,116,47,31,12,10,10,8,9,0.1290858725761773,0.11154201292705448,0.13924284395198522,0.3265004616805171,0.25078485687903973,0.7063711911357341
LSZH,2020-09-01T00:00:00Z,ARR,4759,55,6,8,11,20,27,40,57,67,148,224,342,443,591,717,798,547,321,141,80,41,20,11,14,12,17,0.11893254885480142,0.09308678293759191,0.1241857533095188,0.3183441899558731,0.2172725362471107,0.6545492750577853
LSZH,2020-10-01T00:00:00Z,ARR,4174,71,13,9,11,16,21,36,50,87,130,220,334,431,635,652,618,401,207,94,52,16,15,10,14,6,24,0.1327264015333014,0.10325826545280306,0.15213224724484906,0.3042644944896981,0.2553905126976521,0.6923814087206517
LSZH,2020-11-01T00:00:00Z,ARR,2795,33,5,7,10,18,14,29,53,81,123,168,256,305,394,391,326,254,140,77,43,24,14,6,6,4,14,0.1516994633273703,0.10912343470483005,0.1409660107334526,0.2565295169946333,0.25008944543828265,0.6583184257602862
LSZH,2020-12-01T00:00:00Z,ARR,3196,50,8,16,16,27,39,41,78,123,166,255,318,391,426,415,318,237,124,68,36,12,11,5,4,4,6,0.1792866082603254,0.12234042553191488,0.1332916145181477,0.22934918648310387,0.25563204005006257,0.6642678347934918
LSZH,2021-01-01T00:00:00Z,ARR,2746,91,12,15,28,20,37,55,73,92,170,226,297,326,327,313,291,179,89,49,31,7,7,1,4,2,2,0.19045884923525128,0.11871813546977422,0.11908230152949743,0.2199563000728332,0.23780043699927167,0.6482155863073562
LSZH,2021-02-01T00:00:00Z,ARR,2321,57,9,12,11,13,35,39,72,80,151,197,264,260,312,250,198,159,81,45,33,15,11,7,4,1,4,0.1986212839293408,0.11202068074105988,0.13442481688927185,0.1930202498922878,0.24644549763033177,0.6380870314519603
